Number,Region,AreaName,EncounterRate
293,Hoenn,Victory Road (1F),5
293,Johto,Mount Silver (outside),20
293,Johto,Road 30,20
293,Johto,Road 31,20
293,Johto,Road 32,20
293,Johto,Road 34,20
293,Johto,Road 35,20
293,Johto,Road 42,20
293,Johto,Road 43,20
293,Johto,Road 44,20
293,Johto,Road 45,20
293,Johto,Road 47,20
293,Johto,Ruins of Alph (outside),20
293,Kalos,Connecting Cave,90
293,Kanto,Road 10,20
293,Kanto,Road 13,20
293,Kanto,Road 21,20
293,Kanto,Road 22,20
293,Kanto,Road 24,20
293,Kanto,Road 25,20
293,Kanto,Road 26,20
293,Kanto,Road 27,20
293,Kanto,Road 28,20
293,Kanto,Road 4,20
293,Kanto,Road 6,20
293,Kanto,Road 9,20
294,Hoenn,Desert Underpass,16
294,Hoenn,Victory Road (1F),10
294,Hoenn,Victory Road (B1F),5
294,Kalos,Friend Safari (Normal),33
294,Sinnoh,Mount Coronet (exterior blizzard),22
294,Sinnoh,Mount Coronet (exterior snowfall),22
296,Alola,Alola Route 2 North,65
296,Alola,Alola Route 2 South,65
296,Hoenn,Granite Cave (1F),50
296,Hoenn,Granite Cave (1F/small room),50
296,Hoenn,Granite Cave (B1F),10
296,Hoenn,Victory Road (1F),10
296,Johto,Dark Cave (Blackthorn City entrance),20
296,Johto,Dark Cave (Violet City entrance),20
296,Johto,Ice Path (1F),20
296,Johto,Ice Path (B1F),20
296,Johto,Ice Path (B2F),20
296,Johto,Ice Path (B3F),20
296,Johto,Mount Mortar (1F),20
296,Johto,Mount Mortar (B1F),20
296,Johto,Mount Mortar (Lower Cave),20
296,Johto,Mount Mortar (Upper Cave),20
296,Johto,Mount Silver (1F top),20
296,Johto,Mount Silver (1F),20
296,Johto,Mount Silver (2F),20
296,Johto,Mount Silver (3F),20
296,Johto,Mount Silver (4F),20
296,Johto,Mount Silver (mountainside),20
296,Johto,Mount Silver (top),20
296,Johto,Road 47 (inside cave),20
296,Johto,Slowpoke Well (1F),20
296,Johto,Slowpoke Well (B1F),20
296,Johto,Tohjo Falls,20
296,Johto,Union Cave (1F),20
296,Johto,Union Cave (B1F),20
296,Johto,Union Cave (B2F),20
296,Johto,Whirl Islands (1F),20
296,Johto,Whirl Islands (B1F),20
296,Johto,Whirl Islands (B2F),20
296,Johto,Whirl Islands (B3F),20
296,Kanto,Cerulean Cave (1F),20
296,Kanto,Cerulean Cave (2F),20
296,Kanto,Cerulean Cave (B1F),20
296,Kanto,Digletts Cave,20
296,Kanto,Mount Moon (1F),20
296,Kanto,Mount Moon (2F),20
296,Kanto,Rock Tunnel (1F),20
296,Kanto,Rock Tunnel (B1F),20
296,Kanto,Seafoam Islands (1F),20
296,Kanto,Seafoam Islands (B1F),20
296,Kanto,Seafoam Islands (B2F),20
296,Kanto,Seafoam Islands (B3F),20
296,Kanto,Seafoam Islands (B4F),20
296,Kanto,Victory Road 1 (1F),20
296,Kanto,Victory Road 1 (2F),20
296,Kanto,Victory Road 1 (3F),20
296,Sinnoh,Road 225,40
297,Alola,Poni Plains Center,30
297,Alola,Poni Plains North,30
297,Hoenn,Victory Road (1F),25
297,Hoenn,Victory Road (B1F),35
297,Kalos,Friend Safari (Fighting),33
297,Kalos,Road 11,20
297,Unova,Pinwheel Forest (Hidden Grotto – Outer area),75
298,Kalos,Road 22,20
298,Kalos,Road 3,10
298,Sinnoh,Great Marsh Area 1,11
298,Sinnoh,Great Marsh Area 2,11
298,Sinnoh,Great Marsh Area 3,11
298,Sinnoh,Great Marsh Area 4,11
298,Sinnoh,Great Marsh Area 5,31
298,Sinnoh,Great Marsh Area 6,11
298,Unova,Floccesy Ranch (inner),50
298,Unova,Floccesy Ranch (outer),30
298,Unova,Road 20,30
299,Alola,Akala Outskirts Area,15
299,Hoenn,Granite Cave (B2F),30
299,Kalos,Friend Safari (Rock),33
299,Kalos,Road 10,60
299,Sinnoh,Mount Coronet (1F Road 207),5
299,Sinnoh,Mount Coronet (1F Road 211),5
299,Sinnoh,Mount Coronet (1F Road 216),5
299,Sinnoh,Mount Coronet (1F from exterior),5
299,Sinnoh,Mount Coronet (2F),5
299,Sinnoh,Mount Coronet (3F),5
299,Sinnoh,Mount Coronet (4F small room),5
299,Sinnoh,Mount Coronet (4F),5
299,Sinnoh,Mount Coronet (5F),5
299,Sinnoh,Mount Coronet (6F),5
299,Sinnoh,Mount Coronet (B1F),5
299,Sinnoh,Mount Coronet (exterior blizzard),5
299,Sinnoh,Mount Coronet (exterior snowfall),5
299,Sinnoh,Road 206,40
299,Unova,Chargestone Cave (1F),10
299,Unova,Chargestone Cave (B1F),10
299,Unova,Chargestone Cave (B2F),10
299,Unova,Clay Tunnel,15
299,Unova,Glacier Room,15
299,Unova,Iron Room,15
299,Unova,Rocky Mountain Room,15
299,Unova,Underground Ruins,15
299,Unova,Unova Route 6 (Hidden Grotto – Mistralton Cave),5
300,Hoenn,Road 116,5
300,Kalos,Road 4,20
300,Sinnoh,Road 222,40
300,Unova,Castelia City,30
301,Unova,Castelia City,5
302,Alola,Ten Carat Hill Inside,15
302,Alola,Vast Poni Canyon Inside,15
302,Alola,Vast Poni Canyon Northwest,15
302,Hoenn,Cave of Origin (1F),30
302,Hoenn,Cave of Origin (B1F),30
302,Hoenn,Cave of Origin (B2F),30
302,Hoenn,Cave of Origin (B3F),30
302,Hoenn,Granite Cave (B1F),10
302,Hoenn,Granite Cave (B2F),20
302,Hoenn,Sky Pillar (1F),30
302,Hoenn,Sky Pillar (3F),30
302,Hoenn,Sky Pillar (5F),30
302,Hoenn,Victory Road (B2F),35
302,Kalos,Friend Safari (Dark),33
302,Kalos,Reflection Cave (unknown area 305),5
302,Kalos,Reflection Cave (unknown area 306),5
302,Kalos,Reflection Cave (unknown area 307),5
302,Kalos,Reflection Cave (unknown area 308),5
302,Kanto,Road 9,40
302,Sinnoh,Iron Island (B1F left),8
302,Sinnoh,Iron Island (B1F right),8
302,Sinnoh,Iron Island (B2F left),8
302,Sinnoh,Iron Island (B2F right),8
302,Sinnoh,Iron Island (B3F),8
302,Unova,Challengers Cave (1F),10
302,Unova,Challengers Cave (B1F),10
302,Unova,Challengers Cave (B2F),10
303,Alola,Ten Carat Hill Inside,30
303,Hoenn,Cave of Origin (1F),30
303,Hoenn,Cave of Origin (B1F),30
303,Hoenn,Cave of Origin (B2F),30
303,Hoenn,Cave of Origin (B3F),30
303,Hoenn,Granite Cave (B1F),10
303,Hoenn,Granite Cave (B2F),20
303,Hoenn,Sky Pillar (1F),30
303,Hoenn,Sky Pillar (3F),30
303,Hoenn,Sky Pillar (5F),30
303,Hoenn,Victory Road (B1F),5
303,Hoenn,Victory Road (B2F),35
303,Kalos,Friend Safari (Fairy),33
303,Kalos,Friend Safari (Steel),33
303,Kalos,Glittering Cave (unknown area 303),5
303,Kanto,Road 9,40
303,Sinnoh,Iron Island (B1F left),8
303,Sinnoh,Iron Island (B1F right),8
303,Sinnoh,Iron Island (B2F left),8
303,Sinnoh,Iron Island (B2F right),8
303,Sinnoh,Iron Island (B3F),8
303,Unova,Challengers Cave (1F),10
303,Unova,Challengers Cave (B1F),10
303,Unova,Challengers Cave (B2F),10
304,Hoenn,Granite Cave (1F/small room),10
304,Hoenn,Granite Cave (B1F),40
304,Hoenn,Granite Cave (B2F),40
304,Hoenn,Victory Road (1F),35
304,Hoenn,Victory Road (B1F),35
304,Kalos,Terminus Cave (unknown area 343),5
304,Kalos,Terminus Cave (unknown area 344),5
304,Kalos,Terminus Cave (unknown area 345),5
304,Kalos,Terminus Cave (unknown area 347),5
304,Kalos,Terminus Cave (unknown area 348),5
304,Sinnoh,Fuego Ironworks,22
304,Unova,Guidance Chamber,20
304,Unova,Mistralton Cave,20
305,Hoenn,Victory Road (1F),10
305,Hoenn,Victory Road (B1F),25
305,Hoenn,Victory Road (B2F),25
305,Kalos,Road 18,40
305,Kalos,Terminus Cave (unknown area 343),20
305,Kalos,Terminus Cave (unknown area 344),20
305,Kalos,Terminus Cave (unknown area 345),20
305,Kalos,Terminus Cave (unknown area 347),20
305,Kalos,Terminus Cave (unknown area 348),20
305,Unova,Clay Tunnel,15
305,Unova,Glacier Room,15
305,Unova,Iron Room,15
305,Unova,Rocky Mountain Room,15
305,Unova,Underground Ruins,15
307,Hoenn,Mount Pyre (outside),35
307,Hoenn,Mount Pyre (summit),35
307,Hoenn,Victory Road (B1F),5
307,Johto,Bell Tower (10F),20
307,Johto,Bell Tower (2F),20
307,Johto,Bell Tower (3F),20
307,Johto,Bell Tower (4F),20
307,Johto,Bell Tower (5F),20
307,Johto,Bell Tower (6F),20
307,Johto,Bell Tower (7F),20
307,Johto,Bell Tower (8F),20
307,Johto,Bell Tower (9F),20
307,Johto,Burned Tower (1F),20
307,Johto,Burned Tower (B1F),20
307,Johto,Sprout Tower (2F),20
307,Johto,Sprout Tower (3F),20
307,Kalos,Connecting Cave,30
307,Kalos,Friend Safari (Fighting),33
307,Sinnoh,Acuity Lakefront,20
307,Sinnoh,Mount Coronet (1F Road 207),30
307,Sinnoh,Mount Coronet (1F Road 211),41
307,Sinnoh,Mount Coronet (1F Road 216),30
307,Sinnoh,Mount Coronet (B1F),30
307,Sinnoh,Road 208,30
307,Sinnoh,"Road 210 (west, towards Celestic Town)",52
307,Sinnoh,"Road 211 (east, towards Celestic Town)",60
307,Sinnoh,"Road 211 (west, towards Eterna City)",61
307,Sinnoh,Road 216,30
307,Sinnoh,Road 217,20
308,Alola,Ultra Space Wilds Cave,15
308,Hoenn,Victory Road (B1F),10
308,Hoenn,Victory Road (B2F),15
308,Sinnoh,Acuity Lakefront,52
308,Sinnoh,Mount Coronet (1F from exterior),30
308,Sinnoh,Mount Coronet (2F),30
308,Sinnoh,Mount Coronet (3F),31
308,Sinnoh,Mount Coronet (4F small room),30
308,Sinnoh,Mount Coronet (4F),30
308,Sinnoh,Mount Coronet (5F),30
308,Sinnoh,Mount Coronet (6F),30
308,Sinnoh,Mount Coronet (exterior blizzard),30
308,Sinnoh,Mount Coronet (exterior snowfall),30
308,Sinnoh,Road 217,52
308,Sinnoh,Victory Road (1F),15
308,Sinnoh,Victory Road (2F),15
308,Sinnoh,Victory Road (B1F),15
308,Sinnoh,Victory Road (inside B1F),15
308,Sinnoh,Victory Road (inside exit),15
308,Sinnoh,Victory Road (inside),15
308,Unova,Pinwheel Forest (Hidden Grotto – Outer area),75
309,Hoenn,Road 110,30
309,Hoenn,Road 118,60
309,Kalos,Road 10,35
309,Sinnoh,Valley Windworks,40
310,Alola,Alola Route 12 Area,20
310,Hoenn,Road 118,10
310,Kalos,Friend Safari (Electric),33
310,Unova,Unova Route 3 (Hidden Grotto – Dark Grass),20
311,Hoenn,Road 110,40
311,Johto,National Park,20
311,Johto,Road 29,20
311,Johto,Road 33,20
311,Johto,Road 36,20
311,Johto,Road 37,20
311,Johto,Road 38,20
311,Johto,Road 39,20
311,Johto,Road 46,20
311,Johto,Road 48,20
311,Kalos,Road 5,15
311,Kanto,Road 1,20
311,Kanto,Road 11,20
311,Kanto,Road 14,20
311,Kanto,Road 15,20
311,Kanto,Road 16,20
311,Kanto,Road 17,20
311,Kanto,Road 18,20
311,Kanto,"Road 2 (north, towards Pewter City)",20
311,Kanto,"Road 2 (south, towards Viridian City)",20
311,Kanto,Road 3,20
311,Kanto,Road 5,20
311,Kanto,Road 7,20
311,Kanto,Road 8,20
312,Hoenn,Road 110,40
312,Johto,National Park,20
312,Johto,Road 29,20
312,Johto,Road 33,20
312,Johto,Road 36,20
312,Johto,Road 37,20
312,Johto,Road 38,20
312,Johto,Road 39,20
312,Johto,Road 46,20
312,Johto,Road 48,20
312,Kalos,Road 5,15
312,Kanto,Road 1,20
312,Kanto,Road 11,20
312,Kanto,Road 14,20
312,Kanto,Road 15,20
312,Kanto,Road 16,20
312,Kanto,Road 17,20
312,Kanto,Road 18,20
312,Kanto,"Road 2 (north, towards Pewter City)",20
312,Kanto,"Road 2 (south, towards Viridian City)",20
312,Kanto,Road 3,20
312,Kanto,Road 5,20
312,Kanto,Road 7,20
312,Kanto,Road 8,20
313,Hoenn,Road 117,18
313,Kalos,Friend Safari (Bug),33
313,Kalos,Road 7,30
313,Sinnoh,Road 229,10
314,Hoenn,Road 117,18
314,Kalos,Friend Safari (Bug),33
314,Kalos,Road 7,30
314,Sinnoh,Road 229,10
315,Hoenn,Road 117,35
315,Kalos,Road 7,35
315,Sinnoh,Great Marsh Area 1,10
315,Sinnoh,Great Marsh Area 2,10
315,Sinnoh,Great Marsh Area 3,10
315,Sinnoh,Great Marsh Area 4,10
315,Sinnoh,Great Marsh Area 5,10
315,Sinnoh,Great Marsh Area 6,10
315,Sinnoh,Road 208,27
315,Sinnoh,Road 209,25
315,Sinnoh,"Road 210 (south, towards Solaceon Town)",15
315,Sinnoh,"Road 212 (east, towards Pastoria City)",35
315,Sinnoh,"Road 212 (north, towards Hearthome City)",35
315,Sinnoh,Road 221,35
315,Sinnoh,Road 224,20
315,Sinnoh,Road 225,15
315,Sinnoh,Road 229,45
315,Sinnoh,Road 230,10
315,Sinnoh,Trophy Garden,30
315,Unova,Lostlorn Forest,30
315,Unova,Road 12,50
315,Unova,Victory Road 2 (unknown area 72),60
316,Hoenn,Road 110,15
316,Kalos,Road 5,80
316,Kanto,Road 3,40
316,Sinnoh,Great Marsh Area 1,10
316,Sinnoh,Great Marsh Area 2,10
316,Sinnoh,Great Marsh Area 3,10
316,Sinnoh,Great Marsh Area 4,10
316,Sinnoh,Great Marsh Area 5,10
316,Sinnoh,Great Marsh Area 6,10
317,Kalos,Friend Safari (Poison),33
318,Alola,Ancient Poni Path Area,30
318,Alola,Poni Breaker Coast Area,30
318,Hoenn,Road 118,80
318,Hoenn,Road 119,100
318,Kalos,Road 22,35
318,Sinnoh,Great Marsh Area 1,45
318,Sinnoh,Great Marsh Area 2,45
318,Sinnoh,Great Marsh Area 3,45
318,Sinnoh,Great Marsh Area 4,45
318,Sinnoh,Great Marsh Area 5,45
318,Sinnoh,Great Marsh Area 6,45
318,Unova,Village Bridge,100
319,Alola,Ancient Poni Path Area,30
319,Alola,Poni Breaker Coast Area,30
319,Hoenn,Mossdeep City,40
319,Hoenn,Pacifidlog Town,40
319,Hoenn,Road 103,40
319,Hoenn,Road 118,40
319,Hoenn,Road 122,40
319,Hoenn,Road 124,40
319,Hoenn,Road 125,40
319,Hoenn,Road 126,40
319,Hoenn,Road 127,40
319,Hoenn,Road 129,40
319,Hoenn,Road 130,40
319,Hoenn,Road 131,40
319,Hoenn,Road 132,40
319,Hoenn,Road 133,40
319,Hoenn,Road 134,40
319,Kalos,Road 22,5
319,Sinnoh,Road 213,15
319,Sinnoh,Road 222,15
319,Unova,Village Bridge,20
320,Alola,Ancient Poni Path Area,70
320,Alola,Poni Breaker Coast Area,100
320,Alola,Poni Wilds Area,100
320,Alola,Seafolk Village Main,65
320,Hoenn,Dewford Town,100
320,Hoenn,Ever Grande City,65
320,Hoenn,Lilycove City,100
320,Hoenn,Mossdeep City,80
320,Hoenn,Pacifidlog Town,80
320,Hoenn,Road 103,80
320,Hoenn,Road 105,100
320,Hoenn,Road 106,100
320,Hoenn,Road 107,100
320,Hoenn,Road 108,100
320,Hoenn,Road 109,100
320,Hoenn,Road 110,100
320,Hoenn,Road 115,100
320,Hoenn,Road 121,100
320,Hoenn,Road 122,80
320,Hoenn,Road 123,100
320,Hoenn,Road 124,80
320,Hoenn,Road 125,80
320,Hoenn,Road 126,80
320,Hoenn,Road 127,80
320,Hoenn,Road 128,65
320,Hoenn,Road 129,80
320,Hoenn,Road 130,80
320,Hoenn,Road 131,80
320,Hoenn,Road 132,65
320,Hoenn,Road 133,65
320,Hoenn,Road 134,65
320,Hoenn,Seafloor Cavern,100
320,Hoenn,Shoal Cave,100
320,Hoenn,Slateport City,100
320,Kalos,Ambrette Town,31
320,Kalos,Cyllage City,31
320,Kalos,Road 8,31
320,Sinnoh,Road 223,40
320,Sinnoh,Road 230,40
320,Unova,Undella Bay,100
320,Unova,Undella Town,60
321,Alola,Ancient Poni Path Area,30
321,Alola,Poni Breaker Coast Area,40
321,Alola,Poni Wilds Area,40
321,Alola,Seafolk Village Main,30
321,Hoenn,Road 129,1
321,Sinnoh,Road 223,5
321,Sinnoh,Road 230,5
321,Unova,Undella Bay,20
322,Hoenn,Fiery Path,60
322,Hoenn,Jagged Pass,55
322,Hoenn,Road 112,75
322,Johto,Ilex Forest,20
322,Kanto,Viridian Forest,20
322,Sinnoh,Road 227,17
322,Sinnoh,Stark Mountain exterior,17
322,Unova,Reversal Mountain (unknown area 48),20
322,Unova,Reversal Mountain (unknown area 49),20
322,Unova,Reversal Mountain (unknown area 50),5
322,Unova,Reversal Mountain (unknown area 51),20
322,Unova,Reversal Mountain (unknown area 52),20
322,Unova,Reversal Mountain (unknown area 53),20
322,Unova,Reversal Mountain (unknown area 54),20
322,Unova,Reversal Mountain (unknown area 55),20
322,Unova,Reversal Mountain (unknown area 56),5
322,Unova,Reversal Mountain (unknown area 57),20
322,Unova,Reversal Mountain (unknown area 58),20
322,Unova,Reversal Mountain (unknown area 59),20
322,Unova,Reversal Mountain (unknown area 60),20
323,Kalos,Friend Safari (Ground),33
323,Sinnoh,Road 227,20
323,Sinnoh,Stark Mountain entrance,5
323,Sinnoh,Stark Mountain exterior,20
323,Sinnoh,Stark Mountain main cavern,5
323,Unova,Reversal Mountain (unknown area 48),40
323,Unova,Reversal Mountain (unknown area 49),5
323,Unova,Reversal Mountain (unknown area 50),20
323,Unova,Reversal Mountain (unknown area 51),5
323,Unova,Reversal Mountain (unknown area 52),5
323,Unova,Reversal Mountain (unknown area 53),5
323,Unova,Reversal Mountain (unknown area 54),5
323,Unova,Reversal Mountain (unknown area 55),5
323,Unova,Reversal Mountain (unknown area 56),20
323,Unova,Reversal Mountain (unknown area 57),5
323,Unova,Reversal Mountain (unknown area 58),5
323,Unova,Reversal Mountain (unknown area 59),5
323,Unova,Reversal Mountain (unknown area 60),5
324,Alola,Alola Route 12 Area,20
324,Alola,Blush Mountain Area,20
324,Hoenn,Fiery Path,18
324,Hoenn,Magma Hideout,30
324,Kalos,Road 18,30
324,Sinnoh,Road 227,22
324,Sinnoh,Stark Mountain exterior,22
325,Hoenn,Jagged Pass,35
325,Johto,Ilex Forest,20
325,Kalos,Road 8,30
325,Kanto,Viridian Forest,20
325,Sinnoh,Road 214,40
325,Unova,Reversal Mountain (unknown area 48),20
325,Unova,Reversal Mountain (unknown area 49),20
325,Unova,Reversal Mountain (unknown area 50),5
325,Unova,Reversal Mountain (unknown area 51),20
325,Unova,Reversal Mountain (unknown area 52),20
325,Unova,Reversal Mountain (unknown area 53),20
325,Unova,Reversal Mountain (unknown area 54),20
325,Unova,Reversal Mountain (unknown area 55),20
325,Unova,Reversal Mountain (unknown area 56),5
325,Unova,Reversal Mountain (unknown area 57),20
325,Unova,Reversal Mountain (unknown area 58),20
325,Unova,Reversal Mountain (unknown area 59),20
325,Unova,Reversal Mountain (unknown area 60),20
326,Alola,Ultra Space Wilds Crag,15
326,Kalos,Friend Safari (Psychic),33
326,Unova,Reversal Mountain (unknown area 48),40
326,Unova,Reversal Mountain (unknown area 49),5
326,Unova,Reversal Mountain (unknown area 50),20
326,Unova,Reversal Mountain (unknown area 51),5
326,Unova,Reversal Mountain (unknown area 52),5
326,Unova,Reversal Mountain (unknown area 53),5
326,Unova,Reversal Mountain (unknown area 54),5
326,Unova,Reversal Mountain (unknown area 55),5
326,Unova,Reversal Mountain (unknown area 56),20
326,Unova,Reversal Mountain (unknown area 57),5
326,Unova,Reversal Mountain (unknown area 58),5
326,Unova,Reversal Mountain (unknown area 59),5
326,Unova,Reversal Mountain (unknown area 60),5
327,Alola,Ten Carat Hill Farthest Hollow,30
327,Hoenn,Road 113,95
327,Johto,Bell Tower (10F),20
327,Johto,Bell Tower (2F),20
327,Johto,Bell Tower (3F),20
327,Johto,Bell Tower (4F),20
327,Johto,Bell Tower (5F),20
327,Johto,Bell Tower (6F),20
327,Johto,Bell Tower (7F),20
327,Johto,Bell Tower (8F),20
327,Johto,Bell Tower (9F),20
327,Johto,Burned Tower (1F),20
327,Johto,Burned Tower (B1F),20
327,Johto,Sprout Tower (2F),20
327,Johto,Sprout Tower (3F),20
327,Kalos,Road 21,100
327,Sinnoh,Road 227,40
328,Alola,Haina Desert Area,10
328,Hoenn,Mirage Tower,50
328,Hoenn,Road 111,35
328,Kalos,Friend Safari (Ground),33
328,Kalos,Road 13,40
328,Sinnoh,Road 228,2
328,Unova,Desert Resort,5
328,Unova,Reversal Mountain (unknown area 48),15
329,Sinnoh,Road 228,20
329,Unova,Reversal Mountain (unknown area 48),5
331,Hoenn,Road 111,20
331,Sinnoh,Road 228,21
332,Kalos,Friend Safari (Dark),33
332,Sinnoh,Road 228,40
333,Hoenn,Road 114,70
333,Hoenn,Road 115,100
333,Hoenn,Sky Pillar (1F),5
333,Hoenn,Sky Pillar (3F),5
333,Hoenn,Sky Pillar (5F),5
333,Johto,Road 45,40
333,Kalos,Road 21,35
333,Sinnoh,"Road 210 (west, towards Celestic Town)",30
333,Sinnoh,"Road 211 (east, towards Celestic Town)",22
333,Unova,Abundant Shrine,20
333,Unova,Abundant Shrine (Hidden Grotto – Shrine),5
333,Unova,Road 14,20
334,Alola,Ultra Space Wilds Cliff,15
334,Hoenn,Sky Pillar (5F),6
334,Kalos,Road 21,40
334,Unova,Abundant Shrine,20
334,Unova,Nature Sanctuary,40
334,Unova,Road 14,20
334,Unova,Victory Road 2 (unknown area 73),40
334,Unova,Victory Road 2 (unknown area 79),40
335,Hoenn,Road 114,19
335,Kalos,Road 8,55
335,Sinnoh,Road 208,8
335,Sinnoh,"Road 210 (west, towards Celestic Town)",8
335,Unova,Road 11,20
335,Unova,Road 7,10
335,Unova,Unova Route 23 (Hidden Grotto),38
335,Unova,Unova Route 7 (Hidden Grotto),38
335,Unova,Village Bridge,30
336,Hoenn,Road 114,19
336,Kalos,Friend Safari (Poison),33
336,Kalos,Road 8,55
336,Sinnoh,Road 208,8
336,Sinnoh,"Road 210 (west, towards Celestic Town)",8
336,Unova,Road 11,20
336,Unova,Road 7,10
336,Unova,Unova Route 23 (Hidden Grotto),38
336,Unova,Unova Route 7 (Hidden Grotto),38
336,Unova,Village Bridge,30
337,Hoenn,Meteor Falls,30
337,Hoenn,Meteor Falls (B1F),45
337,Hoenn,Meteor Falls (back),45
337,Hoenn,Meteor Falls (back/small room),35
337,Kalos,Glittering Cave (unknown area 303),10
337,Sinnoh,Lake Acuity,8
337,Sinnoh,Lake Valor,8
337,Sinnoh,Lake Verity (after Galactic intervention),8
337,Sinnoh,Lake Verity (before Galactic intervention),8
337,Sinnoh,Mount Coronet (1F from exterior),8
337,Sinnoh,Mount Coronet (2F),8
337,Sinnoh,Mount Coronet (3F),8
337,Sinnoh,Mount Coronet (4F small room),8
337,Sinnoh,Mount Coronet (4F),8
337,Sinnoh,Mount Coronet (5F),8
337,Sinnoh,Mount Coronet (6F),8
337,Sinnoh,Mount Coronet (exterior blizzard),8
337,Sinnoh,Mount Coronet (exterior snowfall),8
337,Sinnoh,Sendoff Spring,8
337,Sinnoh,Turnback Cave (after pillar 3),8
337,Sinnoh,Turnback Cave (before pillar 1),8
337,Sinnoh,Turnback Cave (between pillars 1 and 2),8
337,Sinnoh,Turnback Cave (between pillars 2 and 3),8
337,Sinnoh,Turnback Cave (pillar 1),8
337,Sinnoh,Turnback Cave (pillar 2),8
337,Sinnoh,Turnback Cave (pillar 3),8
337,Unova,Giant Chasm,10
337,Unova,Giant Chasm (forest cave),20
337,Unova,Giant Chasm (forest),20
337,Unova,Giant Chasm (outside),20
337,Unova,Road 13,20
337,Unova,Road 22,20
338,Hoenn,Meteor Falls,30
338,Hoenn,Meteor Falls (B1F),45
338,Hoenn,Meteor Falls (back),45
338,Hoenn,Meteor Falls (back/small room),35
338,Kalos,Glittering Cave (unknown area 303),10
338,Sinnoh,Lake Acuity,8
338,Sinnoh,Lake Valor,8
338,Sinnoh,Lake Verity (after Galactic intervention),8
338,Sinnoh,Lake Verity (before Galactic intervention),8
338,Sinnoh,Mount Coronet (1F from exterior),8
338,Sinnoh,Mount Coronet (2F),8
338,Sinnoh,Mount Coronet (3F),8
338,Sinnoh,Mount Coronet (4F small room),8
338,Sinnoh,Mount Coronet (4F),8
338,Sinnoh,Mount Coronet (5F),8
338,Sinnoh,Mount Coronet (6F),8
338,Sinnoh,Mount Coronet (exterior blizzard),8
338,Sinnoh,Mount Coronet (exterior snowfall),8
338,Sinnoh,Sendoff Spring,8
338,Sinnoh,Turnback Cave (after pillar 3),8
338,Sinnoh,Turnback Cave (before pillar 1),8
338,Sinnoh,Turnback Cave (between pillars 1 and 2),8
338,Sinnoh,Turnback Cave (between pillars 2 and 3),8
338,Sinnoh,Turnback Cave (pillar 1),8
338,Sinnoh,Turnback Cave (pillar 2),8
338,Sinnoh,Turnback Cave (pillar 3),8
338,Unova,Giant Chasm,10
338,Unova,Giant Chasm (forest cave),20
338,Unova,Giant Chasm (forest),20
338,Unova,Giant Chasm (outside),20
338,Unova,Road 13,20
338,Unova,Road 22,20
339,Alola,Paniola Town Area,70
339,Alola,Poni Gauntlet Area,80
339,Alola,Poni Meadow Area,80
339,Alola,Seaward Cave Area,70
339,Alola,Vast Poni Canyon Northwest,80
339,Hoenn,Meteor Falls,100
339,Hoenn,Meteor Falls (B1F),100
339,Hoenn,Meteor Falls (back),100
339,Hoenn,Meteor Falls (back/small room),100
339,Hoenn,Road 111,100
339,Hoenn,Road 114,100
339,Hoenn,Road 120,100
339,Hoenn,Victory Road (B2F),100
339,Kalos,Road 14,65
339,Kalos,Road 19,65
339,Sinnoh,Celestic Town,45
339,Sinnoh,Eterna City,45
339,Sinnoh,Great Marsh Area 1,45
339,Sinnoh,Great Marsh Area 2,45
339,Sinnoh,Great Marsh Area 3,45
339,Sinnoh,Great Marsh Area 4,45
339,Sinnoh,Great Marsh Area 5,45
339,Sinnoh,Great Marsh Area 6,45
339,Sinnoh,Mount Coronet (1F Road 207),45
339,Sinnoh,Mount Coronet (4F),45
339,Sinnoh,Mount Coronet (B1F),45
339,Sinnoh,Oreburgh Gate (B1F),45
339,Sinnoh,Ravaged Path,45
339,Sinnoh,"Road 205 (east, towards Eterna City)",45
339,Sinnoh,Road 208,45
339,Sinnoh,"Road 210 (west, towards Celestic Town)",45
339,Sinnoh,"Road 212 (east, towards Pastoria City)",45
