Number,HeightM,WeightKg,BaseExperience,ArtworkURL,AnimatedGifURL,CaptureRate,BaseHappiness,GenderRate,Genus,FlavorText,Color,Shape,Habitat,EggGroup1,EggGroup2,GrowthRate
636,1.1,28.8,72,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/636.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/636.gif,45,70,4,Torch Pokémon,Larvesta’s body is warm all over. It spouts fire from the tips of its horns to intimidate predators and scare prey.,White,Armor,Unknown,Bug,,Slow
637,1.6,46.0,248,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/637.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/637.gif,15,70,4,Sun Pokémon,This Pokémon emerges from a cocoon formed of raging flames. Ancient murals depict Volcarona as a deity of fire.,White,Bug Wings,Unknown,Bug,,Slow
638,2.1,250.0,261,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/638.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/638.gif,3,35,-1,Iron Will Pokémon,"From the moment it’s born, this Pokémon radiates the air of a leader. Its presence will calm even vicious foes.",Blue,Quadruped,Unknown,No Eggs,,Slow
639,1.9,260.0,261,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/639.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/639.gif,3,35,-1,Cavern Pokémon,"In Unovan legend, Terrakion battled against humans in an effort to protect other Pokémon.",Gray,Quadruped,Unknown,No Eggs,,Slow
640,2.0,200.0,261,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/640.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/640.gif,3,35,-1,Grassland Pokémon,"It darts around opponents with a flurry of quick movements, slicing them up with its horns.",Green,Quadruped,Unknown,No Eggs,,Slow
641,1.5,63.0,261,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/641.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/641.gif,3,90,0,Cyclone Pokémon,This storm-stirring Pokémon is said to cause the seasons to turn by whipping up the air. I suspect its humanlike form to be a false one.,Green,Arms,Unknown,No Eggs,,Slow
642,1.5,61.0,261,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/642.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/642.gif,3,90,0,Bolt Strike Pokémon,"They say this wielder of electricity has waged war with its nemesis, Tornadus, since time immemorial. The lightning bolts it hurls pierce the very earth and enrich the soil.",Blue,Arms,Unknown,No Eggs,,Slow
643,3.2,330.0,306,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/643.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/643.gif,3,0,-1,Vast White Pokémon,"According to myth, if people ignore truth and let themselves become consumed by greed, Reshiram will arrive to burn their kingdoms down.",White,Wings,Unknown,No Eggs,,Slow
644,2.9,345.0,306,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/644.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/644.gif,3,0,-1,Deep Black Pokémon,"Mythology tells us that if people lose the righteousness in their hearts, their kingdoms will be razed by Zekrom’s lightning.",Black,Upright,Unknown,No Eggs,,Slow
645,1.5,68.0,270,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/645.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/645.gif,3,90,0,Abundance Pokémon,"When the incarnations of wind and of lightning clash, Landorus arrives to quell the conflict. After the tempests and thunderbolts abate, the land is sure to be blessed with bountiful harvests.",Brown,Arms,Unknown,No Eggs,,Slow
646,3.0,325.0,297,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/646.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/646.gif,3,0,-1,Boundary Pokémon,It appears that this Pokémon uses its powers over ice to freeze its own body in order to stabilize its cellular structure.,Gray,Upright,Unknown,No Eggs,,Slow
647,1.4,48.5,261,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/647.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/647.gif,3,35,-1,Colt Pokémon,They say that Keldeo must survive harsh battles and fully develop the horn on its forehead before this Pokémon’s true power will awaken.,Yellow,Quadruped,Unknown,No Eggs,,Slow
648,0.6,6.5,270,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/648.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/648.gif,3,100,-1,Melody Pokémon,Its melodies are sung with a special vocalization method that can control the feelings of those who hear it.,White,Humanoid,Unknown,No Eggs,,Slow
649,1.5,82.5,270,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/649.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/649.gif,3,0,-1,Paleozoic Pokémon,This Pokémon existed 300 million years ago. Team Plasma altered it and attached a cannon to its back.,Purple,Humanoid,Unknown,No Eggs,,Slow
650,0.4,9.0,63,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/650.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/650.gif,45,70,1,Spiny Nut Pokémon,Such a thick shell of wood covers its head and back that even a direct hit from a truck wouldn’t faze it.,Green,Upright,Unknown,Ground,,Medium Slow
651,0.7,29.0,142,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/651.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/651.gif,45,70,1,Spiny Armor Pokémon,They strengthen their lower bodies by running into one another. They are very kind and won’t start fights.,Green,Upright,Unknown,Ground,,Medium Slow
652,1.6,90.0,239,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/652.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/652.gif,45,70,1,Spiny Armor Pokémon,"When it takes a defensive posture with its fists guarding its face, it could withstand a bomb blast.",Green,Upright,Unknown,Ground,,Medium Slow
653,0.4,9.4,61,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/653.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/653.gif,45,70,1,Fox Pokémon,"As it walks, it munches on a twig in place of a snack. It intimidates opponents by puffing hot air out of its ears.",Red,Quadruped,Unknown,Ground,,Medium Slow
654,1.0,14.5,143,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/654.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/654.gif,45,70,1,Fox Pokémon,"When the twig is plucked from its tail, friction sets the twig alight. The flame is used to send signals to its allies.",Red,Upright,Unknown,Ground,,Medium Slow
655,1.5,39.0,240,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/655.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/655.gif,45,70,1,Fox Pokémon,"Using psychic power, it generates a fiery vortex of 5,400 degrees Fahrenheit, incinerating foes swept into this whirl of flame.",Red,Upright,Unknown,Ground,,Medium Slow
656,0.3,7.0,63,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/656.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/656.gif,45,70,1,Bubble Frog Pokémon,"It protects its skin by covering its body in delicate bubbles. Beneath its happy-go-lucky air, it keeps a watchful eye on its surroundings.",Blue,Quadruped,Unknown,Water1,,Medium Slow
657,0.6,10.9,142,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/657.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/657.gif,45,70,1,Bubble Frog Pokémon,"Its swiftness is unparalleled. It can scale a tower of more than 2,000 feet in a minute’s time.",Blue,Humanoid,Unknown,Water1,,Medium Slow
658,1.5,40.0,239,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/658.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/658.gif,45,70,1,Ninja Pokémon,"It appears and vanishes with a ninja’s grace. It toys with its enemies using swift movements, while slicing them with throwing stars of sharpest water.",Blue,Humanoid,Unknown,Water1,,Medium Slow
659,0.4,5.0,47,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/659.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/659.gif,255,70,4,Digging Pokémon,It’s very sensitive to danger. The sound of Corviknight’s flapping will have Bunnelby digging a hole to hide underground in moments.,Brown,Upright,Unknown,Ground,,Medium
660,1.0,42.4,148,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/660.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/660.gif,127,70,4,Digging Pokémon,The fur on its belly retains heat exceptionally well. People used to make heavy winter clothing from fur shed by this Pokémon.,Brown,Upright,Unknown,Ground,,Medium
661,0.3,1.7,56,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/661.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/661.gif,255,70,4,Tiny Robin Pokémon,"When this Pokémon gets excited, its body temperature increases sharply. If you touch a Fletchling with bare hands, you might get burned.",Red,Wings,Unknown,Flying,,Medium Slow
662,0.7,16.0,134,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/662.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/662.gif,120,70,4,Ember Pokémon,Fletchinder are exceedingly territorial and aggressive. These Pokémon fight among themselves over feeding grounds.,Red,Wings,Unknown,Flying,,Medium Slow
663,1.2,24.5,175,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/663.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/663.gif,45,70,4,Scorching Pokémon,"Talonflame dives toward prey at speeds of up to 310 mph and assaults them with powerful kicks, giving the prey no chance to escape.",Red,Wings,Unknown,Flying,,Medium Slow
664,0.3,2.5,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/664.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/664.gif,255,70,4,Scatterdust Pokémon,"The powder that covers its body regulates its temperature, so it can live in any region or climate.",Black,Armor,Unknown,Bug,,Medium
665,0.3,8.4,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/665.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/665.gif,120,70,4,Scatterdust Pokémon,"The beaks of bird Pokémon can’t begin to scratch its stalwart body. To defend itself, it spews powder.",Black,Blob,Unknown,Bug,,Medium
666,1.2,17.0,185,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/666.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/666.gif,45,70,4,Scale Pokémon,The patterns on this Pokémon’s wings depend on the climate and topography of its habitat. It scatters colorful scales.,White,Bug Wings,Unknown,Bug,,Medium
667,0.6,13.5,74,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/667.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/667.gif,220,70,7,Lion Cub Pokémon,"This hot-blooded Pokémon is filled with curiosity. When it gets angry or starts fighting, its short mane gets hot.",Brown,Quadruped,Unknown,Ground,,Medium Slow
668,1.5,81.5,177,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/668.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/668.gif,65,70,7,Royal Pokémon,"The temperature of its breath is over 10,000 degrees Fahrenheit, but Pyroar doesn’t use it on its prey. This Pokémon prefers to eat raw meat.",Brown,Quadruped,Unknown,Ground,,Medium Slow
669,0.1,0.1,61,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/669.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/669.gif,225,70,8,Single Bloom Pokémon,Flabébé wears a crown made from pollen it’s collected from its flower. The crown has hidden healing properties.,White,Arms,Unknown,Fairy,,Medium
670,0.2,0.9,130,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/670.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/670.gif,120,70,8,Single Bloom Pokémon,"It gives its own power to flowers, pouring its heart into caring for them. Floette never forgives anyone who messes up a flower bed.",White,Arms,Unknown,Fairy,,Medium
671,1.1,10.0,248,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/671.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/671.gif,45,70,8,Garden Pokémon,Its life can span several hundred years. It’s said to devote its entire life to protecting gardens.,White,Arms,Unknown,Fairy,,Medium
672,0.9,31.0,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/672.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/672.gif,200,70,4,Mount Pokémon,"If it has sunshine and water, it doesn’t need to eat, because it can generate energy from the leaves on its back.",Brown,Quadruped,Unknown,Ground,,Medium
673,1.7,91.0,186,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/673.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/673.gif,45,70,4,Mount Pokémon,They inhabit mountainous regions. The leader of the herd is decided by a battle of clashing horns.,Brown,Quadruped,Unknown,Ground,,Medium
674,0.6,8.0,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/674.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/674.gif,220,70,4,Playful Pokémon,"Wanting to make sure it’s taken seriously, Pancham’s always giving others a glare. But if it’s not focusing, it ends up smiling.",White,Upright,Unknown,Ground,Humanshape,Medium
